0,7440,40.875567,-74.004547
1,7441,40.875831,-74.004125
2,7451,40.87549,-74.004171
3,7453,40.875928,-74.003707
4,7468,40.876038,-74.0042
5,7469,40.873185,-74.005482
6,7470,40.873806,-74.005941
7,7476,40.874782,-74.006362
8,7477,40.875194,-74.004721
9,7484,40.873499,-74.005376
10,7485,40.873573,-74.005339
11,7638,40.874532,-74.003912
12,7639,40.874483,-74.003758
13,7642,40.87377,-74.003167
14,7643,40.873499,-74.002383
15,7644,40.874745,-74.003823
16,7648,40.874941,-74.004703
17,7722,40.874953,-74.00446
18,7725,40.872795,-74.005557
19,7755,40.932655,-73.945462
20,7756,40.931582,-73.943304
21,8099,40.928845,-73.945289
22,8148,40.932495,-73.941345
23,8208,40.944017,-73.955566
24,8209,40.944598,-73.955081
25,8211,40.931212,-73.948834
26,8212,40.932604,-73.949122
27,8213,40.934446,-73.949493
28,8214,40.933474,-73.947307
29,8277,40.933409,-73.949323
30,8382,40.935627,-73.949669
31,8807,40.942466,-73.933223
32,8808,40.943545,-73.932843
33,9030,40.945698,-73.995482
34,9031,40.945696,-73.995183
35,9035,40.945698,-73.994582
36,9830,40.897934,-73.989786
37,9831,40.89813,-73.990375
38,10486,40.936498,-73.977182
39,10487,40.936498,-73.976977
40,10589,40.922147,-73.98164
41,10590,40.922098,-73.982282
42,10802,40.810286,-73.98941
43,10803,40.8104,-73.989283
44,10823,40.809731,-73.988636
45,10824,40.809268,-73.989178
46,10825,40.80959,-73.988392
47,10826,40.80911,-73.988987
48,10955,40.809967,-73.988864
49,10960,40.810178,-73.988109
50,10961,40.809171,-73.987659
51,10962,40.80874,-73.988148
52,11007,40.809373,-73.988003
53,11008,40.808934,-73.988514
54,11015,40.809274,-73.987827
55,11016,40.80885,-73.988323
56,11028,40.80948,-73.988186
57,11111,40.810136,-73.987781
58,11169,40.809991,-73.987598
59,11172,40.808846,-73.98711
60,11173,40.809659,-73.987087
61,11174,40.809831,-73.987461
62,11176,40.809834,-73.987209
63,11178,40.8229,-73.978382
64,11179,40.822777,-73.978031
65,11180,40.8298,-73.979882
66,11181,40.829472,-73.979339
67,11197,40.94237,-73.939611
68,11198,40.942318,-73.939544
69,11210,40.829932,-73.978912
70,11211,40.829694,-73.978479
71,11239,40.948398,-73.998182
72,11240,40.948398,-73.999983
73,11241,40.947598,-73.998082
74,11242,40.947598,-74.000083
75,11255,40.948998,-73.998582
76,11256,40.948898,-73.999983
77,11257,40.948398,-73.995282
78,11258,40.946898,-73.997982
79,11259,40.947598,-73.995382
80,11260,40.946998,-74.000083
81,11261,40.946198,-73.997882
82,11262,40.946198,-73.999983
83,11263,40.945498,-73.998882
84,11264,40.945498,-73.999583
85,11265,40.944398,-73.999383
86,11266,40.944398,-74.000283
87,11267,40.943398,-73.999383
88,11268,40.943398,-74.000083
89,11269,40.941798,-73.999183
90,11270,40.941798,-74.000883
91,11271,40.944498,-73.998882
92,11272,40.944498,-73.997882
93,11273,40.945598,-73.997882
94,11274,40.945598,-73.996982
95,11275,40.944498,-73.996982
96,11276,40.945598,-73.996082
97,11277,40.944498,-73.996082
98,11278,40.942698,-73.999283
99,11279,40.942598,-74.000883
100,11280,40.942698,-73.996682
101,11281,40.941098,-73.999183
102,11282,40.940998,-74.000883
103,11283,40.940298,-73.999083
104,11284,40.941998,-73.996782
105,11285,40.941198,-73.996782
106,11286,40.940398,-73.996982
107,11287,40.938598,-73.998983
108,11288,40.938698,-74.000883
109,11289,40.937798,-73.998783
110,11290,40.937798,-74.000983
111,11291,40.934698,-73.997783
112,11292,40.934698,-74.000383
113,11293,40.935898,-73.998683
114,11294,40.935898,-73.999583
115,11295,40.940198,-74.000783
116,11296,40.939498,-73.998983
117,11297,40.939298,-74.000783
118,11298,40.937798,-73.996882
119,11299,40.937198,-73.998783
120,11300,40.940398,-73.996482
121,11301,40.939598,-73.996682
122,11302,40.940398,-73.996182
123,11303,40.938698,-73.996782
124,11304,40.937198,-73.997082
125,11305,40.937098,-73.999683
126,11306,40.936098,-73.997282
127,11307,40.935998,-73.997782
128,11308,40.935998,-73.996882
129,11309,40.936098,-73.996382
130,11310,40.935398,-73.996382
131,11311,40.935884,-73.996382
132,11312,40.936098,-73.994782
133,11313,40.935498,-73.997682
134,11314,40.935836,-73.99775
135,11315,40.935298,-74.000383
136,11316,40.933298,-73.998083
137,11317,40.934798,-73.996382
138,11318,40.934798,-73.995082
139,11358,40.949098,-73.995182
140,11361,40.947598,-73.993982
141,11363,40.946998,-73.995582
142,11367,40.949498,-73.987982
143,11368,40.947298,-73.991782
144,11369,40.947598,-73.992282
145,11370,40.946498,-73.993982
146,11371,40.947298,-73.990682
147,11372,40.946498,-73.990982
148,11373,40.947998,-73.990182
149,11374,40.947898,-73.991282
150,11416,40.948698,-73.989082
151,11417,40.948098,-73.988782
152,11418,40.947298,-73.988682
153,11419,40.946598,-73.988582
154,11420,40.949298,-73.988282
155,11421,40.948598,-73.986982
156,11422,40.948998,-73.986982
157,11423,40.949598,-73.987082
158,11424,40.948498,-73.986582
159,11427,40.949798,-73.985382
160,11431,40.949898,-73.983582
161,11433,40.948998,-73.985382
162,11434,40.948198,-73.986582
163,11435,40.947498,-73.984582
164,11436,40.947498,-73.986582
165,11437,40.946798,-73.986482
166,11438,40.949198,-73.983382
167,11439,40.946398,-73.995682
168,11440,40.944498,-73.995482
169,11441,40.944598,-73.994982
170,11442,40.944598,-73.994682
171,11443,40.940398,-73.995782
172,11444,40.946198,-73.993982
173,11445,40.945698,-73.993882
174,11446,40.944598,-73.993982
175,11447,40.944598,-73.992982
176,11448,40.940398,-73.995282
177,11449,40.945798,-73.992882
178,11450,40.945798,-73.991382
179,11451,40.944698,-73.992182
180,11452,40.945198,-73.991882
181,11453,40.944398,-73.992282
182,11454,40.942498,-73.993082
183,11455,40.942898,-73.991382
184,11456,40.943768,-73.991092
185,11457,40.942198,-73.991682
186,11458,40.940498,-73.993782
187,11459,40.941398,-73.991982
188,11460,40.940598,-73.992282
189,11461,40.943698,-73.990882
190,11462,40.943798,-73.990582
191,11463,40.942998,-73.990482
192,11464,40.942298,-73.990482
193,11465,40.941498,-73.990382
194,11466,40.940698,-73.990282
195,11467,40.939598,-73.995982
196,11468,40.939498,-73.995382
197,11469,40.938798,-73.996182
198,11470,40.938698,-73.995582
199,11471,40.937798,-73.996382
200,11472,40.938598,-73.994182
201,11473,40.939698,-73.994082
202,11474,40.938498,-73.993182
203,11475,40.937398,-73.994482
204,11476,40.937898,-73.993182
205,11477,40.935498,-73.994882
206,11478,40.935965,-73.994804
207,11479,40.829933,-73.977974
208,11480,40.934498,-73.994982
209,11481,40.933798,-73.995182
210,11482,40.936698,-73.994582
211,11483,40.937297,-73.993231
212,11484,40.830275,-73.978515
213,11485,40.935498,-73.993882
214,11486,40.935898,-73.993882
215,11487,40.935298,-73.993882
216,11488,40.934498,-73.993382
217,11489,40.933998,-73.991182
218,11490,40.939698,-73.993082
219,11491,40.939198,-73.992982
220,11492,40.939798,-73.992282
221,11493,40.939198,-73.992182
222,11494,40.939198,-73.991782
223,11495,40.938498,-73.991782
224,11496,40.937798,-73.991782
225,11497,40.939898,-73.990182
226,11498,40.939298,-73.990182
227,11499,40.938598,-73.990082
228,11500,40.937898,-73.990082
229,11501,40.937098,-73.990782
230,11502,40.935998,-73.991382
231,11503,40.936114,-73.991382
232,11504,40.935398,-73.991382
233,11505,40.934598,-73.991282
234,11506,40.945998,-73.988482
235,11507,40.945298,-73.988382
236,11508,40.944598,-73.988382
237,11509,40.944464,-73.991001
238,11510,40.943898,-73.988282
239,11511,40.943098,-73.988282
240,11512,40.942398,-73.988182
241,11513,40.941598,-73.988082
242,11514,40.940798,-73.988082
243,11515,40.945998,-73.986382
244,11516,40.945398,-73.986382
245,11517,40.944698,-73.986282
246,11518,40.943998,-73.986182
247,11519,40.946098,-73.984582
248,11520,40.945498,-73.984482
249,11521,40.944798,-73.984382
250,11522,40.944098,-73.984382
251,11523,40.943198,-73.984282
252,11524,40.943098,-73.986082
253,11525,40.942398,-73.986082
254,11526,40.941698,-73.985982
255,11527,40.940898,-73.985882
256,11528,40.940198,-73.985782
257,11529,40.942498,-73.984982
258,11530,40.942298,-73.984282
259,11531,40.942498,-73.984282
260,11532,40.941698,-73.984882
261,11533,40.941698,-73.984182
262,11534,40.941812,-73.984201
263,11535,40.940998,-73.984182
264,11536,40.940198,-73.984482
265,11537,40.939998,-73.987882
266,11538,40.939398,-73.987882
267,11539,40.938598,-73.987782
268,11540,40.937998,-73.987782
269,11541,40.937298,-73.987782
270,11542,40.936098,-73.989382
271,11543,40.936201,-73.989382
272,11544,40.935398,-73.989382
273,11545,40.935898,-73.986982
274,11546,40.934698,-73.989282
275,11547,40.934098,-73.989282
276,11548,40.936298,-73.987482
277,11549,40.936298,-73.986982
