1,40.8121231,-73.8075982,16805,139350
6,40.71211479999998,-74.00189170000002,33919,190432
8,40.7127753,-74.0059728,33525,190038
10,40.7130276,-74.0037529,33906,190419
12,40.60828480000001,-74.09461379999999,52588,215807
14,40.555758,-74.168926,56093,219312
16,40.9200946,-73.8148558,65066,252349
18,40.7757939,-73.9636551,32249,188762
19,40.5643503,-74.1853285,52898,216117
21,40.679855,-73.9544964,19730,142275
22,40.5985579,-74.0739239,54561,217780
23,40.7175664,-74.0144634,34029,190542
25,40.5189621,-74.2078475,57807,221026
26,40.7130276,-74.0037529,33906,190419
27,40.6138052,-74.16870279999998,55194,218413
28,40.6246573,-74.16027129999999,53827,217046
30,40.5465621,-74.1523683,58468,221687
31,40.9420831,-73.86177719999998,62835,249681
33,40.5755494,-74.14094399999999,60901,224120
37,40.6885353,-73.98136319999999,18997,141542
38,40.7477195,-73.9813083,29835,186348
39,40.5321545,-74.22239069999998,54501,217720
41,40.812762,-73.93858209999999,31693,188206
42,40.9255625,-73.7633913,67086,254559
43,40.6877172,-73.9106532,22188,144733
44,40.85183,-73.859057,15067,137612
45,40.7484405,-73.98566439999999,29828,186341
46,40.711291,-73.8454599,42672,203288
47,40.71164419999998,-74.008775,33519,190032
48,40.71164419999998,-74.008775,33519,190032
49,40.7095626,-73.7616725,48912,209548
50,40.749057,-73.86432,51356,214510
51,40.851864,-73.85897899999999,15067,137612
52,40.851864,-73.85897899999999,15067,137612
53,40.70868,-73.762292,48901,209537
54,40.85452919999998,-73.8598569,15052,137597
55,40.709782,-73.756863,48971,209607
56,40.6584795,-73.9246962,22389,144934
57,40.8545159,-73.859746,15052,137597
59,40.854555,-73.859672,15052,137597
60,40.854555,-73.859672,15052,137597
61,40.8656917,-73.8582522,14504,137049
62,40.8073053,-73.8571462,15447,137992
63,40.7112935,-73.8291792,42908,203524
64,40.5899227,-73.92328359999999,27743,150288
67,40.679092,-74.010274,27962,150507
68,40.6266222,-73.9744841,20841,143386
69,40.8546696,-73.85962719999998,15052,137597
71,40.644131,-73.909847,23916,146461
72,40.621341,-74.016407,24686,147231
73,40.6670469,-73.8756626,23526,146071
74,40.6992728,-73.9013197,36537,196737
75,40.6210415,-74.0166516,24687,147232
76,40.852038,-73.858587,15065,137610
77,40.6212935,-74.0163674,24686,147231
78,40.620958,-74.016645,24687,147232
79,40.7336406,-73.9546101,18251,140796
80,40.852071,-73.85851,15065,137610
81,40.6212687,-74.0162038,24686,147231
82,40.5898583,-73.92337549999998,27736,150281
83,40.5898583,-73.92337549999998,27736,150281
84,40.5898583,-73.92337549999998,27736,150281
85,40.5898583,-73.92337549999998,27736,150281
86,40.5898583,-73.92337549999998,27736,150281
87,40.5898583,-73.92337549999998,27736,150281
88,40.5898583,-73.92337549999998,27736,150281
89,40.5898583,-73.92337549999998,27736,150281
90,40.5898583,-73.92337549999998,27736,150281
91,40.5898583,-73.92337549999998,27736,150281
92,40.5898583,-73.92337549999998,27736,150281
93,40.5898583,-73.92337549999998,27736,150281
94,40.5898583,-73.92337549999998,27736,150281
95,40.6083286,-73.8182107,50289,212610
96,40.6083286,-73.8182107,50289,212610
97,40.6083286,-73.8182107,50289,212610
98,40.6812338,-73.885252,22901,145446
99,40.5158411,-74.2096191,57815,221034
100,40.620923,-74.01658599999999,24687,147232
101,40.6478228,-73.89861909999999,24081,146626
102,40.692828,-73.812717,46735,207362
103,40.6540437,-73.8282303,47097,207724
104,40.684039,-73.8395929,43680,204296
105,40.6478484,-73.8985272,24129,146674
106,40.6479069,-73.89846,24129,146674
107,40.621224,-74.01621700000001,24686,147231
108,40.647959,-73.8983779,24129,146674
109,40.74471399999998,-73.861133,41672,202282
110,40.6481278,-73.8981827,24129,146674
111,40.7627071,-73.96612739999999,32376,188889
112,40.6209376,-74.016496,24687,147232
113,40.7464299,-73.86151199999999,41666,202276
114,40.690891,-73.81694499999999,46539,207166
115,40.621191,-74.016165,24686,147231
116,40.7798896,-73.75182509999999,41399,201642
117,40.690827,-73.816913,46539,207166
118,40.69865799999998,-73.845554,43295,203911
119,40.690698,-73.81685,46539,207166
120,40.6906374,-73.8168192,46542,207169
121,40.6957262,-73.8441251,43332,203948
122,40.6905749,-73.8167888,46542,207169
123,40.7276567,-73.8498445,42509,203125
124,40.823949,-73.88985199999999,13922,136467
125,40.6444382,-73.9065309,23910,146455
126,40.7323889,-73.9875483,29942,186455
127,40.7112331,-73.829292,42908,203524
129,40.6341599,-74.1588379,59540,222759
130,40.7544377,-73.9751723,32226,188739
131,40.8158029,-73.9403104,31682,188195
132,40.633636,-73.910253,23989,146534
133,40.687541,-73.8403639,43673,204289
134,40.7103037,-73.848913,42660,203276
135,40.682909,-73.8390809,43683,204299
136,40.6447729,-73.9056926,23911,146456
137,40.7637325,-73.9727439,30362,186875
138,40.939454,-73.8927379,62000,248676
139,40.6867472,-73.9891322,17630,140175
140,40.7110132,-73.8288498,45056,205677
141,40.7110132,-73.8288498,45056,205677
142,40.7110132,-73.8288498,45056,205677
143,40.6774494,-73.9660841,19470,142015
144,40.6950058,-73.8431358,43333,203949
145,40.6869228,-73.821582,46592,207219
146,40.6307504,-73.9219862,23784,146329
147,40.681118,-73.8378199,43719,204335
148,40.681118,-73.8378199,43719,204335
149,40.6855637,-73.8231084,46561,207188
150,40.69041,-73.811892,46736,207363
151,40.632866,-74.003186,28720,151265
152,40.8809136,-73.8525986,11371,133916
153,40.6867826,-73.8175423,46612,207239
154,40.536195,-74.211484,57391,220610
155,40.7267784,-73.9862398,30155,186668
156,40.600229,-74.137462,56374,219593
157,40.6924995,-73.9182162,21929,144474
158,40.6924995,-73.9182162,21929,144474
160,40.6019115,-74.0747857,54213,217432
161,40.764761,-73.865279,38802,199030
162,40.681287,-73.834988,43723,204339
163,40.67945,-73.848801,43426,204042
164,40.678945,-73.85745899999998,43185,203801
165,40.7224346,-73.8481253,42522,203138
166,40.644488,-73.89013299999998,24282,146827
167,40.691128,-73.807773,46812,207439
168,40.644557,-73.890024,24282,146827
170,40.620431,-74.015782,24712,147257
171,40.6904228,-73.8075825,46819,207446
172,40.6398228,-73.8837361,24329,146874
173,40.6398228,-73.8837361,24329,146874
174,40.629254,-74.00647459999999,28735,151280
175,40.6207348,-74.0154264,24697,147242
176,40.620396,-74.015725,24697,147242
177,40.8709168,-73.8571255,14426,136971
178,40.620689,-74.015337,24697,147242
179,40.6310418,-73.9385653,29241,151786
180,40.6978741,-73.8424325,43310,203926
181,40.6028638,-73.9821506,25695,148240
182,40.7108843,-73.8290804,45056,205677
183,40.7108843,-73.8290804,45056,205677
184,40.7108843,-73.8290804,45056,205677
186,40.6019115,-74.0747857,54213,217432
187,40.811703,-73.94347429999998,31676,188189
188,40.6370868,-73.99822259999998,20401,142946
189,40.62065399999998,-74.01527999999999,24697,147242
190,40.702544,-73.78028599999999,48225,208859
191,40.679524,-73.843851,43516,204132
192,40.698287,-73.794736,47378,208012
193,40.620621,-74.015224,24697,147242
194,40.8252339,-73.8960146,13758,136303
195,40.6288093,-74.0067076,28735,151280
196,40.6203724,-74.0156674,24697,147242
197,40.635347,-73.99979499999998,20414,142959
198,40.620586,-74.01516699999999,24697,147242
199,40.620551,-74.015107,24697,147242
201,40.6232342,-73.9635577,25810,148355
202,40.825212,-73.897166,13748,136293
203,40.646756,-73.92950499999998,23581,146126
204,40.7343932,-73.9891004,29923,186436
205,40.7717117,-73.962582,32294,188807
207,40.558155,-74.14112999999999,61294,224513
208,40.9137569,-73.8453694,63849,250877
209,40.6867306,-73.8132712,46847,207474
211,40.694926,-73.79808899999999,47344,207978
212,40.6466951,-73.92948849999999,23581,146126
213,40.6872389,-73.8092565,46901,207528
214,40.687042,-73.80964399999998,46857,207484
215,40.685453,-73.81501999999999,46845,207472
216,40.687219,-73.809112,46901,207528
217,40.681289,-73.829827,43781,204397
218,40.7424147,-73.9893159,29819,186332
219,40.6466296,-73.9295756,23581,146126
220,40.694661,-73.79679999999999,47316,207950
221,40.6768934,-73.8459646,43495,204111
222,40.6465925,-73.92951819999999,23581,146126
223,40.5962322,-73.9295372,27651,150196
224,40.5456198,-74.1999791,56390,219609
225,40.684119,-73.833281,43746,204362
226,40.6465184,-73.9295411,23581,146126
227,40.6165024,-74.0681645,54251,217470
228,40.6996283,-73.84070400000002,43524,204140
229,40.6978199,-73.7867511,47610,208244
230,40.6981769,-73.7857288,47615,208249
231,40.743353,-73.853816,41747,202357
232,40.6926401,-73.92886159999999,21851,144396
233,40.646475,-73.9295756,23581,146126
234,40.6939918,-73.7945002,47407,208041
235,40.743846,-73.853698,41745,202355
236,40.699053,-73.781561,47674,208308
237,40.69925,-73.781049,47672,208306
238,40.8324118,-73.9216991,12287,134832
239,40.6919798,-73.9248442,21913,144458
240,40.6565068,-73.9180478,22475,145020
241,40.753462,-73.857863,41703,202313
242,40.545743,-74.1994747,56390,219609
243,40.713777,-73.94652099999999,18581,141126
244,40.7138126,-73.9631904,18104,140649
245,40.9067695,-73.8467586,64266,251306
246,40.6342048,-74.1189263,59998,223217
247,40.6904406,-73.7998034,47339,207973
249,40.6619188,-73.9236972,22418,144963
250,40.6816235,-73.8222128,46582,207209
251,40.68561800000002,-73.808348,46917,207544
252,40.682741,-73.81572299999998,46869,207496
253,40.677803,-73.8351,43772,204388
254,40.6847329,-73.8099025,46866,207493
255,40.684671,-73.809872,46866,207493
256,40.684608,-73.80984099999998,46866,207493
257,40.6845331,-73.8097998,46866,207493
258,40.684483,-73.80978,46866,207493
259,40.7054199,-73.75881199999998,49007,209643
260,40.684421,-73.8097499,46866,207493
261,40.684359,-73.80972,46866,207493
262,40.6842551,-73.8097067,46868,207495
263,40.6842033,-73.80961479999998,46868,207495
264,40.689956,-73.9194173,21990,144535
265,40.7205905,-74.0061877,33422,189935
266,40.6798825,-73.9541218,19739,142284
267,40.7175664,-74.0144634,34029,190542
269,40.7115321,-74.0137379,33450,189963
271,40.54662829999998,-74.1518196,58471,221690
272,40.8586399,-73.9307035,30742,187255
273,40.60545,-74.1288362,58996,222215
274,40.71160649999998,-73.9960215,30123,186636
276,40.8367797,-73.9272151,12194,134739
277,40.9369612,-73.8184263,64528,251689
278,40.77367419999998,-73.75166999999999,41415,201664
280,40.608384,-74.062531,54427,217646
281,40.9178728,-73.8270421,64784,252058
284,40.7293824,-73.9840037,30008,186521
285,40.5871577,-74.1542278,56305,219524
