Date,Month of Year,Week,Day of Week,Hour of Day,Condition,Average Celsius,Minimum Celsius,Maximum Celsius,Pressure,Humidity,WindSpeed
2020-11-17 21:00:17.887,11,47,3,21,12,6.700000000000000,6.000000000000000,7.780000000000000,1015.000000000000000,55.000000000000000,6.200000000000000
2020-11-18 03:00:17.767,11,47,4,3,1,3.610000000000000,2.220000000000000,4.440000000000000,1021.000000000000000,55.000000000000000,3.100000000000000
2020-11-18 09:00:16.347,11,47,4,9,1,0.900000000000000,-0.560000000000000,2.220000000000000,1025.000000000000000,47.000000000000000,5.100000000000000
2020-11-18 15:00:19.613,11,47,4,15,1,1.120000000000000,0.000000000000000,2.220000000000000,1031.000000000000000,40.000000000000000,4.100000000000000
2020-11-18 21:00:21.240,11,47,4,21,1,1.870000000000000,0.560000000000000,3.000000000000000,1032.000000000000000,34.000000000000000,5.100000000000000
2020-11-19 03:00:17.273,11,47,5,3,1,-0.690000000000000,-2.780000000000000,1.000000000000000,1036.000000000000000,46.000000000000000,2.100000000000000
2020-11-19 09:00:21.267,11,47,5,9,1,-0.790000000000000,-3.000000000000000,1.110000000000000,1036.000000000000000,58.000000000000000,2.600000000000000
2020-11-19 15:00:21.413,11,47,5,15,0,3.170000000000000,1.670000000000000,4.440000000000000,1037.000000000000000,44.000000000000000,4.600000000000000
2020-11-19 21:00:13.307,11,47,5,21,1,8.710000000000000,8.000000000000000,9.440000000000000,1032.000000000000000,39.000000000000000,2.100000000000000
2020-11-20 03:00:11.640,11,47,6,3,1,7.300000000000000,6.000000000000000,8.890000000000000,1030.000000000000000,49.000000000000000,6.330000000000000
2020-11-20 09:00:14.483,11,47,6,9,1,6.830000000000000,5.000000000000000,8.330000000000000,1029.000000000000000,57.000000000000000,5.270000000000000
2020-11-20 15:00:15.510,11,47,6,15,1,9.610000000000000,8.000000000000000,11.110000000000000,1029.000000000000000,61.000000000000000,3.600000000000000
2020-11-20 21:00:15.717,11,47,6,21,1,16.410000000000000,14.440000000000000,18.000000000000000,1025.000000000000000,33.000000000000000,1.500000000000000
2020-11-21 03:00:18.360,11,47,7,3,1,13.220000000000000,11.000000000000000,15.000000000000000,1025.000000000000000,41.000000000000000,5.100000000000000
2020-11-21 09:00:17.703,11,47,7,9,1,11.340000000000000,8.000000000000000,14.000000000000000,1025.000000000000000,43.000000000000000,1.920000000000000
2020-11-21 15:00:13.397,11,47,7,15,1,14.030000000000000,12.780000000000000,16.000000000000000,1028.000000000000000,47.000000000000000,1.500000000000000
2020-11-21 21:00:09.673,11,47,7,21,12,15.220000000000000,13.890000000000000,17.000000000000000,1027.000000000000000,38.000000000000000,3.100000000000000
2020-11-22 03:00:07.793,11,48,1,3,0,11.170000000000000,10.000000000000000,12.220000000000000,1030.000000000000000,57.000000000000000,2.100000000000000
2020-11-22 09:00:13.147,11,48,1,9,12,6.950000000000000,5.560000000000000,8.000000000000000,1033.000000000000000,48.000000000000000,2.600000000000000
2020-11-22 15:00:11.590,11,48,1,15,12,8.340000000000000,7.000000000000000,9.440000000000000,1032.000000000000000,65.000000000000000,3.100000000000000
2020-11-22 21:00:13.370,11,48,1,21,12,10.070000000000000,8.890000000000000,11.110000000000000,1028.000000000000000,76.000000000000000,3.600000000000000
2020-11-23 03:00:14.650,11,48,2,3,12,13.070000000000000,11.670000000000000,14.000000000000000,1022.000000000000000,87.000000000000000,2.600000000000000
2020-11-23 09:00:12.260,11,48,2,9,12,14.550000000000000,13.890000000000000,15.000000000000000,1015.000000000000000,93.000000000000000,1.500000000000000
2020-11-23 15:00:16.923,11,48,2,15,12,11.630000000000000,9.440000000000000,14.000000000000000,1013.000000000000000,82.000000000000000,2.100000000000000
2020-11-23 21:00:11.580,11,48,2,21,1,7.730000000000000,6.110000000000000,9.000000000000000,1016.000000000000000,45.000000000000000,3.600000000000000
2020-11-24 03:00:14.057,11,48,3,3,1,5.790000000000000,4.440000000000000,7.000000000000000,1021.000000000000000,52.000000000000000,4.100000000000000
2020-11-24 09:00:13.440,11,48,3,9,1,5.400000000000000,3.330000000000000,7.000000000000000,1023.000000000000000,56.000000000000000,2.600000000000000
2020-11-24 15:00:19.317,11,48,3,15,13,7.220000000000000,6.110000000000000,8.000000000000000,1027.000000000000000,52.000000000000000,5.100000000000000
2020-11-24 21:00:13.810,11,48,3,21,1,8.730000000000000,7.220000000000000,10.000000000000000,1027.000000000000000,36.000000000000000,3.600000000000000
2020-11-25 03:00:14.087,11,48,4,3,1,6.460000000000000,4.440000000000000,8.000000000000000,1030.000000000000000,45.000000000000000,2.100000000000000
2020-11-25 09:00:19.423,11,48,4,9,12,6.830000000000000,5.560000000000000,8.330000000000000,1030.000000000000000,48.000000000000000,1.500000000000000
2020-11-25 15:00:20.393,11,48,4,15,13,9.580000000000000,8.000000000000000,11.000000000000000,1029.000000000000000,57.000000000000000,5.600000000000000
2020-11-25 21:00:14.993,11,48,4,21,3,11.860000000000000,11.000000000000000,12.780000000000000,1025.000000000000000,58.000000000000000,3.600000000000000
2020-11-26 03:00:12.597,11,48,5,3,12,11.340000000000000,8.890000000000000,12.220000000000000,1024.000000000000000,58.000000000000000,1.500000000000000
2020-11-26 09:00:22.123,11,48,5,9,11,12.630000000000000,9.440000000000000,14.000000000000000,1019.000000000000000,87.000000000000000,2.600000000000000
2020-11-26 15:00:17.930,11,48,5,15,12,15.220000000000000,14.000000000000000,16.110000000000000,1017.000000000000000,87.000000000000000,1.500000000000000
2020-11-26 21:00:13.807,11,48,5,21,0,17.010000000000000,16.110000000000000,17.780000000000000,1014.000000000000000,12.000000000000000,0.450000000000000
2020-11-27 03:00:13.023,11,48,6,3,1,12.360000000000000,10.000000000000000,14.000000000000000,1018.000000000000000,67.000000000000000,2.780000000000000
2020-11-27 09:00:16.843,11,48,6,9,1,11.090000000000000,9.000000000000000,13.000000000000000,1018.000000000000000,71.000000000000000,1.500000000000000
2020-11-27 15:00:16.307,11,48,6,15,1,13.270000000000000,11.670000000000000,15.000000000000000,1019.000000000000000,71.000000000000000,2.100000000000000
2020-11-27 21:00:16.700,11,48,6,21,12,15.320000000000000,14.440000000000000,16.110000000000000,1016.000000000000000,51.000000000000000,4.570000000000000
2020-11-28 03:00:14.083,11,48,7,3,1,10.750000000000000,8.890000000000000,12.220000000000000,1016.000000000000000,54.000000000000000,2.600000000000000
2020-11-28 09:00:15.187,11,48,7,9,1,8.370000000000000,6.000000000000000,10.000000000000000,1015.000000000000000,61.000000000000000,3.100000000000000
